collision_index,vehicle_reference,vehicle_type,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,sex_of_driver,age_band_of_driver
835,1,9,99,9,9,3,11
836,1,3,99,9,9,1,6
837,2,9,99,9,9,3,-1
838,1,3,99,9,9,1,6
839,2,9,99,9,9,3,-1
840,1,9,99,9,9,3,-1
841,1,9,4,3,7,1,6
842,1,3,99,9,9,1,6
843,2,9,99,9,9,3,-1
844,1,3,18,3,7,1,7
845,2,9,9,5,2,1,7
846,1,8,16,3,7,1,7
847,1,3,99,9,9,1,4
848,2,9,99,9,9,3,-1
849,1,9,99,9,9,1,10
850,2,11,99,9,9,1,9
851,1,9,9,3,1,2,7
852,2,9,18,5,1,1,4
853,3,11,3,7,3,1,6
854,4,9,17,5,1,1,7
855,1,11,7,5,7,1,9
856,1,1,99,9,9,1,7
857,2,9,99,9,9,3,-1
858,1,3,99,9,9,1,7
859,2,9,99,9,9,3,-1
860,1,3,99,9,9,1,6
861,2,9,99,9,9,3,-1
862,1,9,18,7,3,2,10
863,2,1,18,2,6,1,4
864,1,9,16,5,1,1,4
865,2,11,18,1,5,1,6
866,3,19,18,1,5,1,9
867,1,9,18,3,7,1,7
868,1,9,9,3,8,3,-1
869,1,9,18,5,1,1,7
870,2,4,10,2,1,1,6
871,1,9,9,5,4,1,7
872,2,4,18,4,8,1,7
873,1,1,99,9,9,1,7
874,2,8,99,9,9,1,8
875,1,9,18,5,1,2,6
876,1,3,99,9,9,1,5
877,2,9,99,9,9,3,-1
878,1,9,99,9,9,3,-1
879,1,9,4,1,5,2,10
880,1,19,18,5,1,1,8
881,2,9,18,2,6,2,7
882,3,9,18,3,7,1,8
883,1,9,5,8,4,2,7
884,2,3,18,2,6,1,7
885,1,9,9,6,3,1,8
886,1,9,18,1,5,1,9
887,1,9,18,7,3,2,7
888,2,9,9,7,5,1,5
889,1,9,3,1,5,1,9
890,2,1,9,1,7,1,6
891,1,2,15,2,6,1,5
892,2,9,18,2,6,1,7
893,1,9,99,9,9,2,7
894,2,9,99,9,9,3,-1
895,1,9,18,5,1,1,11
896,1,9,9,3,2,1,6
897,1,9,9,7,5,1,7
898,1,11,18,5,1,1,9
899,2,9,2,0,0,3,-1
900,3,9,2,0,0,3,-1
901,4,19,2,0,0,3,-1
902,5,9,2,0,0,3,-1
903,1,9,18,3,7,2,5
904,2,9,18,7,3,1,7
905,1,9,18,3,7,1,10
906,2,1,18,3,7,1,4
907,1,9,99,9,9,2,6
908,1,8,5,6,2,1,9
909,2,1,5,1,5,2,5
910,1,9,9,3,1,1,-1
911,1,11,5,1,5,1,8
912,1,9,9,7,5,3,-1
913,2,1,18,3,7,1,4
914,1,9,9,1,7,1,7
915,2,9,5,5,1,1,4
916,1,5,13,1,5,1,4
917,2,19,9,1,6,1,10
918,3,9,18,1,5,1,6
919,1,9,3,1,5,1,9
920,2,1,18,7,3,1,-1
921,1,3,18,1,5,1,7
922,2,9,9,7,6,1,6
923,1,21,18,3,7,1,10
924,2,11,4,3,7,1,8
925,1,1,99,9,9,1,8
926,2,9,99,9,9,3,-1
927,1,3,99,9,9,1,7
928,2,9,99,9,9,3,-1
929,1,9,99,9,9,2,6
930,2,1,99,9,9,1,4
931,1,3,99,9,9,1,7
932,2,9,99,9,9,3,-1
933,1,1,99,9,9,2,6
934,2,1,99,9,9,3,-1
935,1,9,9,3,1,2,6
936,2,19,2,0,0,3,-1
937,3,1,18,7,3,1,7
938,1,9,4,3,7,2,5
939,1,3,99,9,9,1,6
940,2,9,99,9,9,3,8
941,1,9,99,9,9,1,-1
942,1,19,9,4,2,1,7
943,2,5,18,1,5,1,5
944,1,8,99,9,9,1,7
945,2,9,99,9,9,3,-1
946,1,8,99,9,9,1,-1
947,1,3,99,9,9,3,7
948,2,9,99,9,9,3,5
949,1,3,99,9,9,1,7
950,2,9,99,9,9,3,-1
951,1,3,99,9,9,3,9
952,2,9,99,9,9,3,-1
953,1,1,99,9,9,2,8
954,2,19,99,9,9,3,8
955,1,19,18,1,5,1,9
956,1,5,18,6,2,1,7
957,2,9,7,2,4,3,8
958,1,9,4,5,1,1,8
959,2,9,18,5,1,2,8
960,1,19,4,5,1,1,6
961,2,19,1,5,1,3,-1
962,1,3,99,9,9,1,5
963,2,9,99,9,9,3,-1
964,1,3,99,9,9,1,6
965,2,9,99,9,9,3,-1
966,1,3,99,9,9,3,5
967,2,9,99,9,9,3,-1
968,1,1,99,9,9,2,6
969,2,9,99,9,9,3,9
970,1,9,99,9,9,1,5
971,2,9,99,9,9,2,8
972,1,9,99,9,9,2,6
973,2,9,99,9,9,2,8
974,1,1,99,9,9,1,8
975,2,9,99,9,9,3,-1
976,1,3,99,9,9,2,6
977,2,9,99,9,9,3,-1
978,1,9,3,7,3,1,8
979,2,9,5,7,3,1,9
980,1,9,99,9,9,3,8
981,2,3,99,9,9,3,-1
982,1,4,18,5,1,1,6
983,2,9,11,5,1,3,6
984,1,3,99,9,9,1,4
985,2,9,99,9,9,3,-1
986,1,9,18,3,7,2,10
987,2,9,18,3,7,2,7
988,1,3,99,9,9,3,6
989,2,9,99,9,9,3,-1
990,1,9,18,1,5,2,8
991,2,4,18,5,1,1,8
992,3,9,18,5,1,2,8
993,1,9,99,9,9,2,6
994,2,9,99,9,9,3,-1
995,1,9,99,9,9,1,6
996,2,9,99,9,9,3,-1
997,1,1,99,9,9,1,8
998,2,19,99,9,9,3,-1
999,1,1,99,9,9,1,4
1000,1,9,18,1,5,1,8
1001,2,3,5,3,7,2,6
1002,1,9,5,3,7,1,6
1003,2,3,9,5,3,2,5
1004,1,9,1,1,5,1,6
1005,2,4,5,7,3,1,7
1006,1,9,18,3,7,2,8
1007,1,9,99,9,9,1,10
1008,2,9,99,9,9,3,-1
1009,1,1,99,9,9,1,7
1010,2,8,99,9,9,3,8
1011,1,8,9,3,1,1,9
1012,2,1,15,7,3,1,6
1013,1,5,15,4,8,1,8
1014,2,9,18,4,8,3,-1
1015,3,9,2,0,0,3,-1
1016,1,3,18,5,1,2,8
1017,1,8,18,3,7,1,11
1018,1,2,16,5,1,1,5
1019,2,19,12,5,1,1,8
1020,1,10,18,5,1,1,8
1021,1,9,6,7,7,1,7
1022,2,9,18,7,3,1,9
1023,1,9,9,3,1,2,7
1024,2,9,18,3,7,1,6
1025,1,9,16,5,1,1,5
1026,2,19,2,0,0,3,-1
1027,3,9,2,0,0,3,-1
1028,1,11,5,5,1,1,9
1029,1,9,99,9,9,1,8
1030,2,9,99,9,9,3,-1
1031,1,9,18,7,3,1,7
1032,2,19,18,7,3,3,-1
1033,1,9,18,7,3,1,4
1034,2,9,18,7,3,2,9
1035,3,9,18,3,7,1,10
1036,4,9,2,0,0,3,-1
1037,1,3,13,7,3,1,6
1038,2,19,7,1,3,1,8
1039,1,3,4,1,5,1,6
1040,2,9,18,1,5,3,-1
1041,3,9,9,7,5,2,7
1042,1,9,18,7,3,1,6
1043,2,9,2,0,0,3,-1
1044,3,9,2,0,0,3,-1
1045,4,9,2,0,0,3,-1
1046,5,9,2,0,0,3,-1
1047,1,9,99,9,9,1,4
1048,2,19,99,9,9,3,-1
1049,1,9,5,7,3,2,7
1050,2,3,5,7,3,1,4
1051,1,4,99,9,9,2,6
1052,2,9,99,9,9,3,-1
1053,1,90,4,5,1,1,6
1054,2,19,4,5,1,1,9
1055,1,3,99,9,9,1,6
1056,2,9,99,9,9,3,-1
1057,1,9,5,3,7,2,7
1058,2,1,9,3,8,2,7
1059,1,9,16,5,1,2,7
1060,1,1,18,7,3,3,-1
1061,1,1,18,6,2,1,8
1062,1,3,18,7,3,1,7
1063,2,5,18,7,3,1,9
1064,1,9,99,9,9,1,6
1065,2,9,99,9,9,3,-1
1066,1,4,18,3,7,3,-1
1067,1,8,18,2,6,1,9
1068,1,1,99,9,9,1,6
1069,2,9,99,9,9,3,-1
1070,1,4,99,9,9,1,6
1071,1,9,99,9,9,2,6
1072,2,9,99,9,9,3,-1
1073,1,9,18,1,5,1,8
1074,2,9,18,7,3,1,6
1075,1,11,4,7,3,3,-1
1076,1,1,99,9,9,2,5
1077,2,9,99,9,9,2,6
1078,1,11,16,1,5,1,9
1079,2,1,5,3,7,2,7
1080,1,3,18,1,5,1,4
1081,2,9,10,5,2,1,7
1082,3,9,10,3,8,1,4
1083,1,9,99,9,9,2,8
1084,2,9,99,9,9,3,-1
1085,1,9,18,7,3,1,8
1086,2,9,9,1,7,2,7
1087,1,9,99,9,9,2,6
1088,2,9,99,9,9,3,-1
1089,1,9,3,3,7,1,5
1090,2,1,14,3,7,1,6
1091,1,3,99,9,9,1,7
1092,2,20,99,9,9,1,6
1093,1,9,5,3,7,1,7
1094,2,1,13,1,5,1,8
1095,1,9,5,5,1,1,9
1096,2,4,5,7,3,1,6
1097,1,3,99,9,9,1,4
1098,2,9,99,9,9,3,7
1099,1,9,3,1,5,2,7
1100,2,9,3,1,5,1,6
1101,3,9,18,1,5,2,9
1102,1,3,18,3,7,1,7
1103,2,9,2,0,0,3,-1
1104,1,11,5,2,6,1,7
1105,1,9,7,6,8,1,8
1106,1,3,13,5,1,1,6
1107,2,9,9,4,1,1,4
1108,1,9,18,7,3,1,10
1109,2,9,18,7,3,1,8
1110,1,4,18,3,7,1,5
1111,2,9,18,3,7,3,-1
1112,1,9,18,5,1,1,6
1113,2,1,5,3,7,1,5
1114,1,3,99,9,9,1,7
1115,1,8,99,9,9,1,6
1116,2,9,99,9,9,3,-1
1117,1,9,18,5,1,1,7
1118,2,9,2,0,0,3,-1
1119,1,19,18,3,7,3,-1
1120,2,9,2,0,0,3,-1
1121,3,9,1,5,1,1,8
1122,4,9,18,7,3,1,6
1123,1,9,18,3,7,1,6
1124,2,9,2,0,0,3,-1
1125,1,9,18,3,7,1,6
1126,2,8,18,7,3,1,9
1127,1,4,13,3,7,1,6
1128,2,21,18,7,3,1,7
1129,1,9,18,3,7,1,-1
1130,2,9,18,7,3,1,7
1131,3,19,2,0,0,3,-1
1132,4,9,2,0,0,3,-1
1133,1,9,9,1,6,1,7
1134,2,21,18,5,1,1,7
1135,1,9,16,7,3,1,5
1136,2,21,2,0,0,3,-1
1137,3,9,2,0,0,3,-1
1138,1,9,18,7,3,1,5
1139,2,9,9,3,1,2,5
1140,1,9,18,1,5,1,5
1141,2,8,4,5,1,1,8
1142,3,9,2,0,0,3,-1
1143,1,9,18,6,2,1,8
1144,1,9,18,7,3,1,5
1145,2,19,18,3,7,1,7
1146,1,9,99,9,9,2,9
1147,2,9,99,9,9,3,-1
1148,1,1,99,9,9,1,6
1149,2,98,99,9,9,3,-1
1150,1,9,18,3,7,1,6
1151,2,9,18,3,7,1,7
1152,3,9,2,0,0,3,-1
1153,4,9,2,0,0,3,-1
1154,1,9,9,4,1,1,11
1155,2,1,18,8,4,1,6
1156,1,9,5,7,3,1,8
1157,2,9,9,3,1,2,6
1158,1,1,99,9,9,1,9
1159,2,9,99,9,9,3,-1
1160,1,9,2,0,0,3,-1
1161,2,1,18,5,1,1,7
1162,1,9,18,7,3,2,6
1163,2,9,18,7,3,1,7
1164,3,9,11,7,3,1,5
1165,4,9,18,7,3,1,9
1166,1,1,99,9,9,2,6
1167,2,9,99,9,9,2,6
1168,1,8,18,1,5,1,7
1169,1,9,9,1,7,1,8
1170,2,1,18,7,3,1,7
1171,1,9,9,1,7,2,7
1172,2,1,18,7,3,1,7
1173,1,1,99,9,9,1,9
1174,2,9,99,9,9,3,-1
1175,1,9,99,9,9,3,-1
1176,1,9,18,1,5,1,6
1177,2,90,18,7,3,1,7
1178,1,1,99,9,9,2,6
1179,2,9,99,9,9,3,7
1180,1,9,99,9,9,2,8
1181,2,9,99,9,9,3,-1
1182,1,9,99,9,9,1,6
1183,1,9,9,3,1,1,10
1184,2,9,14,1,5,1,5
1185,1,9,9,1,7,2,6
1186,2,3,16,6,1,1,8
1187,1,11,18,1,5,1,7
1188,1,11,18,3,7,1,7
1189,1,23,18,5,1,1,4
1190,1,9,18,3,7,1,7
1191,1,9,99,9,9,2,6
1192,1,9,18,1,5,1,6
1193,2,9,18,2,6,1,4
1194,3,9,18,6,2,1,5
1195,4,9,2,0,0,3,-1
1196,1,9,99,9,9,1,9
1197,2,19,99,9,9,3,7
1198,1,9,18,3,7,1,6
1199,2,3,18,3,7,1,4
1200,1,9,18,3,7,1,4
1201,2,9,18,3,7,1,6
1202,1,9,9,5,3,1,8
1203,2,3,18,5,1,1,7
1204,1,3,99,9,9,1,6
1205,2,9,99,9,9,3,-1
1206,1,3,99,9,9,1,6
1207,2,9,99,9,9,3,-1
1208,1,9,4,5,1,1,6
1209,2,9,18,1,5,1,-1
1210,1,19,18,1,5,1,11
1211,2,1,18,7,3,1,10
1212,1,3,99,9,9,1,5
1213,2,9,99,9,9,3,-1
1214,1,9,18,7,3,2,4
1215,2,9,18,5,1,1,6
1216,1,9,4,7,3,1,5
1217,1,9,99,9,9,3,-1
1218,1,1,18,3,7,2,7
1219,2,9,9,7,4,2,6
1220,1,19,6,3,3,1,6
1221,2,5,13,3,7,1,5
1222,1,9,18,7,3,1,5
1223,1,3,99,9,9,1,7
1224,2,9,99,9,9,3,-1
1225,1,9,9,3,2,1,8
1226,2,5,18,5,1,1,7
1227,1,3,99,9,9,1,6
1228,2,9,99,9,9,3,-1
1229,1,9,99,9,9,1,7
1230,2,19,99,9,9,3,-1
1231,1,9,5,7,3,1,9
1232,2,1,18,5,1,1,7
1233,1,9,18,7,3,2,6
1234,1,3,99,9,9,1,6
1235,2,9,99,9,9,3,-1
1236,1,1,99,9,9,1,6
1237,2,11,99,9,9,2,7
1238,1,9,99,9,9,1,7
1239,1,1,99,9,9,1,7
1240,2,9,99,9,9,3,-1
1241,1,10,9,5,2,1,8
1242,1,9,7,1,3,1,9
1243,1,3,99,9,9,2,6
1244,2,9,99,9,9,3,-1
1245,1,1,99,9,9,1,7
1246,2,9,99,9,9,3,7
1247,1,3,99,9,9,3,7
1248,2,9,99,9,9,3,-1
1249,1,9,7,1,2,1,8
1250,2,1,18,3,7,1,6
1251,1,9,18,3,7,1,7
1252,2,90,18,3,7,1,7
1253,3,9,5,3,7,2,8
1254,1,9,99,9,9,3,-1
1255,1,9,7,7,2,1,5
1256,2,9,18,2,6,1,6
1257,3,9,7,6,8,1,6
1258,1,9,7,1,3,1,9
1259,2,1,18,7,3,1,7
1260,1,9,99,9,9,1,7
1261,2,8,99,9,9,3,-1
1262,1,9,99,9,9,1,8
1263,2,9,99,9,9,3,-1
1264,3,90,99,9,9,3,-1
1265,1,9,9,6,3,2,7
1266,2,1,9,1,6,2,6
1267,1,9,9,2,8,2,9
1268,2,1,18,8,4,2,8
1269,1,9,99,9,9,3,-1
1270,1,3,99,9,9,1,6
1271,2,9,99,9,9,3,-1
1272,1,9,18,4,8,1,8
1273,1,9,16,7,3,2,11
1274,2,19,17,7,3,1,9
1275,1,11,5,1,5,1,7
1276,1,3,99,9,9,3,6
1277,2,9,99,9,9,3,-1
1278,1,3,18,1,5,1,5
1279,2,9,5,0,5,1,8
1280,3,9,2,0,0,3,-1
1281,1,11,99,9,9,3,9
1282,1,19,5,1,5,2,7
1283,2,1,3,1,5,2,9
1284,1,11,5,8,4,1,6
1285,2,9,7,5,6,2,5
1286,1,9,7,7,1,1,6
1287,2,1,18,5,1,2,6
1288,1,4,99,9,9,1,7
1289,2,9,99,9,9,2,-1
1290,1,9,3,1,5,1,7
1291,2,9,3,1,5,2,6
1292,3,9,18,1,5,2,6
1293,1,9,18,1,5,3,-1
1294,1,9,18,5,1,2,6
1295,2,9,18,7,3,2,6
1296,1,11,4,5,1,1,7
1297,1,1,99,9,9,1,8
1298,2,19,99,9,9,3,7
1299,1,1,99,9,9,1,6
1300,2,9,99,9,9,3,-1
1301,1,3,18,1,5,1,6
1302,2,9,18,1,5,1,8
1303,1,1,99,9,9,1,5
1304,2,9,99,9,9,3,-1
1305,1,9,99,9,9,3,-1
1306,1,9,99,9,9,2,9
1307,2,9,99,9,9,2,9
1308,1,9,99,9,9,1,4
1309,2,9,99,9,9,3,-1
1310,1,9,99,9,9,2,7
1311,1,9,3,1,5,2,6
1312,2,8,1,5,1,1,8
1313,1,19,18,3,7,1,5
1314,2,9,18,7,3,2,8
1315,1,3,3,9,9,1,6
1316,2,9,18,9,9,3,-1
1317,1,9,3,7,3,2,6
1318,2,9,3,7,3,1,-1
1319,3,9,18,7,3,3,-1
1320,1,4,18,3,7,1,6
1321,1,9,4,3,7,1,6
1322,2,9,4,3,7,1,6
1323,3,9,3,3,7,1,10
1324,4,9,3,3,7,2,8
1325,1,19,18,3,7,1,6
1326,2,9,18,3,7,1,6
1327,3,9,18,3,7,1,6
1328,1,19,9,5,3,1,7
1329,2,1,18,1,5,1,6
1330,1,9,99,9,9,3,-1
1331,1,3,99,9,9,1,5
1332,2,9,99,9,9,3,-1
1333,1,9,7,1,4,1,6
1334,2,4,18,2,6,1,8
1335,1,3,18,1,5,1,6
1336,2,9,5,1,5,1,5
1337,1,9,99,9,9,2,7
1338,2,19,99,9,9,3,6
1339,1,3,99,9,9,1,5
1340,2,9,99,9,9,3,-1
1341,1,3,99,9,9,1,6
1342,2,9,99,9,9,3,-1
1343,1,9,18,1,5,2,7
1344,2,9,7,7,1,1,8
1345,1,9,16,7,3,2,8
1346,1,19,18,7,3,3,-1
1347,1,9,99,9,9,2,5
1348,2,1,99,9,9,3,-1
1349,1,1,99,9,9,1,6
1350,2,9,99,9,9,1,6
1351,1,9,18,3,7,2,7
1352,2,1,18,7,3,1,6
1353,3,9,2,0,0,3,-1
1354,1,3,99,9,9,1,6
1355,2,9,99,9,9,3,-1
1356,1,3,99,9,9,3,7
1357,2,9,99,9,9,3,-1
1358,1,9,99,9,9,1,-1
1359,1,9,99,9,9,3,-1
1360,1,9,3,1,5,3,-1
1361,2,1,10,5,3,1,7
1362,1,19,9,1,6,1,7
1363,2,1,18,5,1,1,6
1364,1,9,99,9,9,2,6
1365,2,9,99,9,9,3,-1
1366,3,9,99,9,9,3,-1
1367,1,9,18,5,1,1,6
1368,2,9,18,5,1,1,8
1369,1,1,99,9,9,2,6
1370,2,9,99,9,9,2,6
1371,1,9,99,9,9,2,8
1372,2,8,99,9,9,3,-1
1373,1,9,18,1,5,1,9
1374,2,3,18,3,7,1,6
1375,1,19,10,7,6,1,6
1376,2,3,13,7,3,1,5
1377,1,9,4,5,1,2,4
1378,1,11,14,5,1,1,8
1379,1,8,3,5,1,1,7
1380,2,9,18,5,1,2,5
1381,1,1,99,9,9,1,7
1382,2,9,99,9,9,3,7
1383,1,9,99,9,9,1,6
1384,2,9,99,9,9,3,-1
1385,1,9,18,5,1,1,9
1386,2,9,10,1,7,1,8
1387,1,1,99,9,9,1,6
1388,2,19,99,9,9,1,5
1389,1,9,4,3,7,2,5
1390,2,9,14,5,1,2,7
1391,1,3,99,9,9,1,6
1392,2,9,99,9,9,3,-1
1393,1,9,18,6,2,2,11
1394,1,3,99,9,9,1,6
1395,2,9,99,9,9,3,-1
1396,1,3,99,9,9,1,6
1397,2,9,99,9,9,3,-1
1398,1,11,5,2,6,1,7
1399,2,1,5,2,6,1,7
1400,1,9,10,1,6,1,6
1401,2,9,3,1,5,1,8
1402,1,9,99,9,9,3,-1
1403,1,5,99,9,9,1,7
1404,2,9,99,9,9,1,8
1405,1,1,99,9,9,3,-1
1406,1,4,4,1,5,1,8
1407,1,9,99,9,9,3,-1
1408,1,9,9,4,2,1,8
1409,1,9,9,4,2,2,7
1410,2,3,14,6,2,1,4
1411,1,9,99,9,9,1,7
1412,1,5,5,7,3,1,7
1413,1,11,18,1,5,1,8
1414,2,9,7,3,6,3,-1
1415,1,9,18,3,7,3,-1
1416,1,1,18,5,1,2,7
1417,2,1,18,1,5,1,-1
1418,1,1,18,1,5,1,6
1419,1,11,5,0,1,1,8
1420,1,9,9,1,7,2,10
1421,2,3,3,7,3,2,7
1422,3,9,2,0,0,3,-1
1423,1,9,99,9,9,1,7
1424,1,11,4,1,5,1,8
1425,1,3,18,7,3,3,-1
1426,1,3,3,3,7,1,6
1427,2,8,3,3,7,1,8
1428,1,9,99,9,9,2,6
1429,1,5,3,5,1,1,7
1430,2,9,5,5,1,3,-1
1431,1,9,18,1,5,3,-1
1432,1,3,18,2,6,1,6
1433,2,9,2,0,0,3,-1
1434,1,9,9,3,1,1,7
1435,2,3,14,1,5,1,5
1436,1,3,99,9,9,2,7
1437,2,9,99,9,9,3,-1
1438,1,3,99,9,9,1,6
1439,2,9,99,9,9,3,-1
1440,1,1,99,9,9,1,6
1441,2,9,99,9,9,1,8
1442,1,9,99,9,9,3,-1
1443,1,9,99,9,9,3,-1
1444,1,3,99,9,9,1,7
1445,2,9,99,9,9,3,-1
1446,1,1,99,9,9,1,6
1447,2,9,99,9,9,3,-1
1448,1,3,99,9,9,1,5
1449,2,9,99,9,9,3,-1
1450,1,9,18,2,6,1,8
1451,1,19,5,5,1,3,-1
1452,2,1,5,5,1,1,6
1453,1,9,18,3,7,1,9
1454,1,9,18,7,3,2,9
1455,1,3,5,1,5,2,9
1456,2,9,4,1,5,3,-1
1457,1,3,99,9,9,3,7
1458,2,9,99,9,9,3,-1
1459,1,9,10,2,8,2,9
1460,2,1,18,2,6,1,7
1461,1,9,99,9,9,1,6
1462,2,19,99,9,9,3,-1
1463,1,3,99,9,9,1,6
1464,2,9,99,9,9,3,-1
1465,1,9,18,2,6,1,7
1466,1,3,99,9,9,1,6
1467,2,9,99,9,9,3,-1
1468,1,19,9,3,2,1,6
1469,2,5,18,7,3,1,8
1470,1,9,13,5,1,1,4
1471,1,3,99,9,9,2,5
1472,2,9,99,9,9,3,-1
1473,1,9,13,5,1,3,-1
1474,2,1,99,9,9,1,7
1475,1,9,99,9,9,1,7
1476,2,9,99,9,9,3,-1
1477,1,3,99,9,9,1,6
1478,2,9,99,9,9,1,-1
1479,1,9,7,5,7,3,-1
1480,1,3,99,9,9,1,8
1481,2,9,99,9,9,3,-1
1482,1,3,99,9,9,2,6
1483,2,9,99,9,9,3,-1
1484,1,9,99,9,9,3,-1
1485,1,1,99,9,9,1,6
1486,1,10,99,9,9,3,-1
1487,1,1,99,9,9,1,7
1488,2,8,99,9,9,3,-1
1489,1,19,9,7,5,1,7
1490,2,1,18,5,1,1,6
1491,1,9,99,9,9,3,-1
1492,1,19,18,1,5,1,6
1493,2,9,99,9,9,3,-1
1494,1,9,99,9,9,2,7
1495,1,9,99,9,9,2,8
1496,2,9,99,9,9,2,4
1497,1,9,18,8,4,3,-1
1498,2,1,4,8,4,1,6
1499,1,9,9,5,4,1,9
1500,1,9,18,4,8,1,5
1501,2,9,18,4,8,1,6
1502,1,97,18,1,5,3,-1
1503,1,9,99,9,9,2,6
1504,2,9,99,9,9,1,-1
1505,1,1,99,9,9,1,8
1506,2,19,99,9,9,1,-1
1507,1,9,9,5,4,2,7
1508,2,9,18,2,6,2,8
1509,1,9,18,3,7,2,7
1510,1,11,5,5,1,2,8
1511,1,9,99,9,9,3,-1
1512,1,9,18,1,5,1,9
1513,1,1,99,9,9,1,6
1514,2,8,99,9,9,1,8
1515,1,1,99,9,9,1,6
1516,2,19,99,9,9,3,-1
1517,1,9,2,0,0,3,-1
1518,2,9,14,7,3,1,6
1519,1,9,9,3,1,1,7
1520,2,9,18,3,7,1,7
1521,1,19,18,8,4,1,10
1522,1,8,99,9,9,1,8
1523,2,9,99,9,9,1,8
1524,1,9,18,3,7,1,7
1525,2,1,9,4,1,1,7
1526,1,9,99,9,9,1,7
1527,2,9,99,9,9,1,-1
1528,3,9,99,9,9,3,-1
1529,1,19,18,1,5,1,6
1530,1,9,18,1,5,2,4
1531,2,3,13,5,1,1,6
1532,1,9,18,3,7,3,-1
1533,2,9,8,4,5,3,-1
1534,3,9,18,5,1,3,-1
1535,4,9,2,0,0,3,-1
1536,5,9,2,0,0,3,-1
1537,1,19,18,5,1,1,9
1538,2,1,18,5,1,2,9
1539,1,21,12,7,3,1,6
1540,2,9,18,7,3,2,6
1541,3,19,18,7,3,1,6
1542,4,21,18,7,3,1,7
1543,1,3,99,9,9,3,5
1544,2,9,99,9,9,3,-1
1545,1,3,99,9,9,3,6
1546,2,9,99,9,9,3,-1
1547,1,11,4,3,7,1,4
1548,1,9,10,8,6,2,10
1549,2,9,18,5,1,2,7
1550,1,3,99,9,9,1,5
1551,2,9,99,9,9,1,9
1552,1,1,99,9,9,2,7
1553,2,11,99,9,9,3,-1
1554,1,1,99,9,9,1,8
1555,2,19,99,9,9,1,9
1556,1,11,99,9,9,3,7
1557,1,9,9,3,1,3,-1
1558,1,1,99,9,9,1,6
1559,2,9,99,9,9,1,7
1560,1,11,18,3,7,1,9
1561,1,1,18,1,5,1,7
1562,1,3,18,3,7,1,6
1563,2,1,9,7,5,2,8
1564,1,9,18,5,1,2,7
1565,2,9,9,3,1,1,7
1566,1,9,18,1,5,1,9
1567,2,9,18,7,3,2,5
1568,1,19,9,7,5,1,7
1569,1,3,99,9,9,2,6
1570,2,9,99,9,9,3,-1
1571,1,9,99,9,9,2,6
1572,2,9,99,9,9,2,7
1573,1,8,3,1,5,1,6
1574,2,1,18,5,1,1,8
1575,1,9,7,3,5,1,6
1576,2,9,18,1,5,1,7
1577,1,3,99,9,9,1,5
1578,2,9,99,9,9,3,-1
1579,1,9,99,9,9,2,9
1580,2,9,99,9,9,3,-1
1581,1,4,5,3,7,1,4
1582,1,9,18,5,1,1,6
1583,1,1,18,3,7,3,5
1584,1,9,7,5,7,1,8
1585,1,3,99,9,9,3,7
1586,2,9,99,9,9,3,-1
1587,1,3,5,1,5,1,6
1588,1,9,7,5,8,1,7
1589,2,1,7,3,5,1,7
1590,1,9,99,9,9,2,8
1591,2,90,99,9,9,3,-1
1592,1,3,99,9,9,1,6
1593,2,9,99,9,9,3,-1
1594,1,9,99,9,9,3,-1
1595,1,3,99,9,9,1,6
1596,2,9,99,9,9,3,-1
1597,1,11,5,5,1,1,8
1598,1,3,99,9,9,1,6
1599,2,9,99,9,9,3,-1
1600,1,9,4,1,5,1,8
1601,2,1,18,7,3,1,6
1602,1,9,18,1,5,1,8
1603,2,2,5,1,5,1,6
1604,1,9,9,3,8,1,6
1605,2,9,18,1,5,1,8
1606,1,9,9,5,3,2,4
1607,2,9,9,5,3,1,5
1608,1,3,18,5,1,3,-1
1609,1,1,99,9,9,2,6
1610,2,9,99,9,9,3,-1
1611,1,9,99,9,9,1,8
1612,2,9,99,9,9,3,-1
1613,1,9,18,1,5,2,10
1614,1,3,99,9,9,1,5
1615,2,9,99,9,9,1,-1
1616,1,3,10,4,2,1,6
1617,2,9,9,4,1,2,6
1618,1,9,99,9,9,1,11
1619,1,9,9,1,7,1,7
1620,2,4,9,5,3,1,4
1621,1,3,99,9,9,1,5
1622,2,9,99,9,9,3,-1
1623,1,1,99,9,9,1,7
1624,2,9,99,9,9,3,-1
1625,1,9,9,5,2,1,4
1626,2,5,7,3,5,1,7
1627,1,9,4,3,7,2,9
1628,2,9,18,3,7,1,7
1629,1,9,9,1,8,1,5
1630,1,9,18,1,5,2,6
1631,1,9,99,9,9,2,9
1632,2,9,99,9,9,3,-1
1633,1,9,18,6,2,1,9
1634,2,3,18,6,2,1,4
1635,1,9,18,5,1,1,7
1636,2,9,18,1,5,2,8
1637,1,9,10,1,6,1,5
1638,2,9,18,1,5,1,11
1639,1,19,18,1,5,1,6
1640,1,9,99,9,9,1,7
1641,2,9,99,9,9,3,-1
1642,1,9,5,7,3,2,5
1643,2,9,3,5,1,1,6
1644,1,1,18,6,2,1,8
1645,1,9,9,1,8,2,9
1646,2,9,18,5,1,3,6
1647,1,9,3,1,5,2,7
1648,2,11,18,1,5,1,6
1649,1,9,9,1,7,2,8
1650,2,90,14,7,3,1,5
1651,1,9,17,1,5,1,7
